Farmer_ID,State,Land_Size,Income_Level,Crop,Irrigation,Soil_Type,Farmer_Type,Loan_Status,Weather_Risk,Farm_Experience,Recommended_Scheme
15655,UP,Medium,Medium,Cotton,No,Black,Large,Yes,Low,Low,PMFBY
15656,UP,Small,Medium,Wheat,Yes,Loamy,Small,Yes,Low,High,KCC
15657,MP,Small,Medium,Soybean,Yes,Sandy,Large,No,High,High,Soil Health Card
15658,MP,Medium,Medium,Rice,Yes,Loamy,Medium,No,High,Low,Organic Farming
15659,Bihar,Large,High,Wheat,Yes,Black,Marginal,No,High,High,PMFBY
15660,MH,Small,High,Maize,No,Loamy,Large,Yes,Low,High,PMFBY
15661,Bihar,Medium,High,Rice,Yes,Black,Medium,No,Medium,Low,Irrigation Subsidy
15662,Bihar,Large,Medium,Maize,No,Clay,Large,Yes,Low,Low,PMFBY
15663,MH,Large,Low,Wheat,No,Black,Small,No,Medium,High,PMFBY
15664,MP,Small,Medium,Rice,No,Clay,Large,Yes,High,High,PMFBY
15665,MH,Large,High,Soybean,Yes,Sandy,Marginal,Yes,High,High,KCC
15666,MP,Large,Low,Rice,No,Black,Marginal,Yes,High,Medium,PMFBY
15667,MH,Small,High,Maize,Yes,Loamy,Large,No,High,Medium,Soil Health Card
15668,Punjab,Medium,Low,Wheat,Yes,Clay,Large,Yes,High,Low,Subsidy Scheme
15669,Bihar,Medium,Low,Wheat,Yes,Loamy,Large,No,Medium,Low,Soil Health Card
15670,UP,Medium,Low,Wheat,Yes,Sandy,Small,Yes,Medium,Low,KCC
15671,MH,Medium,High,Wheat,Yes,Clay,Marginal,No,Low,High,Organic Farming
15672,UP,Small,High,Maize,Yes,Sandy,Large,Yes,Medium,Medium,KCC
15673,MH,Medium,Low,Soybean,Yes,Black,Medium,Yes,High,High,KCC
15674,MP,Medium,High,Maize,No,Black,Small,No,Low,Medium,PMFBY
15675,UP,Medium,Medium,Maize,No,Loamy,Small,Yes,High,High,PMFBY
15676,Punjab,Medium,Low,Maize,Yes,Loamy,Small,No,High,Low,Organic Farming
15677,MH,Small,Low,Rice,Yes,Sandy,Small,No,Low,High,Crop Insurance
15678,Bihar,Small,High,Wheat,Yes,Loamy,Small,No,High,Medium,Soil Health Card
15679,MH,Medium,Low,Cotton,Yes,Sandy,Large,No,High,Medium,Soil Health Card
15680,Punjab,Small,Low,Rice,Yes,Loamy,Marginal,No,Low,High,Subsidy Scheme
15681,UP,Large,High,Maize,Yes,Black,Medium,Yes,Medium,Low,KCC
15682,MP,Medium,Low,Maize,Yes,Black,Medium,Yes,High,Medium,KCC
15683,MP,Large,Low,Maize,No,Black,Medium,Yes,High,High,PMFBY
15684,Bihar,Small,Medium,Wheat,Yes,Black,Marginal,No,Low,Medium,Irrigation Subsidy
15685,MH,Medium,Medium,Cotton,Yes,Black,Marginal,No,Low,Medium,KCC
15686,MP,Large,High,Cotton,Yes,Sandy,Medium,Yes,High,Medium,KCC
15687,MP,Large,Medium,Rice,No,Clay,Medium,Yes,Low,Low,Crop Insurance
15688,UP,Small,High,Maize,Yes,Black,Large,Yes,High,Medium,Subsidy Scheme
15689,Punjab,Medium,High,Wheat,Yes,Loamy,Small,Yes,High,High,KCC
15690,Punjab,Small,Medium,Maize,No,Loamy,Medium,No,Low,Low,PMFBY
15691,UP,Large,High,Maize,No,Black,Marginal,No,Medium,Low,PMFBY
15692,MH,Large,Low,Rice,No,Sandy,Small,No,High,Medium,Crop Insurance
15693,MP,Small,Low,Rice,Yes,Sandy,Medium,Yes,High,Medium,PM-Kisan
15694,Bihar,Large,Low,Wheat,No,Sandy,Medium,Yes,Low,Medium,PMFBY
15695,MH,Small,High,Maize,Yes,Loamy,Medium,No,Medium,High,PMFBY
15696,UP,Medium,High,Soybean,Yes,Black,Medium,No,Low,Low,Farm Mechanization
15697,MH,Large,High,Maize,No,Sandy,Large,No,Medium,High,Farmer Training
15698,Punjab,Large,High,Maize,Yes,Loamy,Large,No,High,Medium,Organic Farming
15699,Bihar,Small,Medium,Rice,No,Clay,Marginal,No,Medium,High,PMFBY
15700,MH,Large,High,Rice,No,Black,Marginal,No,Medium,High,PMFBY
15701,UP,Medium,High,Soybean,Yes,Sandy,Small,No,Low,Low,Soil Health Card
15702,UP,Large,Medium,Maize,No,Black,Small,No,High,Low,PMFBY
15703,MH,Medium,High,Maize,Yes,Clay,Marginal,Yes,High,Low,Subsidy Scheme
15704,Punjab,Large,Low,Rice,Yes,Loamy,Medium,No,High,Medium,PM-Kisan
15705,UP,Large,Medium,Cotton,No,Sandy,Medium,Yes,Low,Low,PMFBY
15706,MP,Medium,Medium,Cotton,No,Clay,Medium,No,Medium,Low,PMFBY
15707,MP,Medium,Medium,Cotton,No,Sandy,Marginal,No,High,High,PMFBY
15708,UP,Small,High,Wheat,No,Sandy,Marginal,No,High,Low,Crop Insurance
15709,Punjab,Medium,High,Wheat,Yes,Clay,Marginal,Yes,Medium,High,Subsidy Scheme
15710,MH,Medium,Medium,Wheat,No,Loamy,Marginal,Yes,High,Low,PMFBY
15711,Bihar,Medium,Low,Cotton,Yes,Clay,Large,Yes,Medium,Low,KCC
15712,UP,Small,Low,Rice,No,Clay,Marginal,No,Medium,High,PM-Kisan
15713,UP,Small,Medium,Wheat,No,Clay,Large,No,Medium,Low,PMFBY
15714,MH,Small,High,Wheat,Yes,Black,Large,Yes,Medium,Medium,Crop Insurance
15715,UP,Medium,Low,Soybean,No,Black,Small,Yes,Low,Medium,PMFBY
15716,Bihar,Medium,High,Cotton,Yes,Sandy,Small,No,High,High,Soil Health Card
15717,Punjab,Large,High,Wheat,Yes,Loamy,Medium,Yes,Medium,Medium,KCC
15718,Bihar,Medium,Medium,Cotton,No,Loamy,Small,No,Medium,High,PMFBY
15719,MH,Large,Low,Maize,Yes,Clay,Marginal,No,Medium,Medium,Subsidy Scheme
15720,Bihar,Small,Low,Wheat,Yes,Black,Medium,Yes,Low,Medium,Crop Insurance
15721,MP,Medium,Medium,Maize,Yes,Clay,Medium,Yes,Medium,High,KCC
15722,MP,Small,High,Cotton,No,Black,Medium,Yes,High,Medium,PMFBY
15723,MH,Large,High,Maize,No,Sandy,Medium,No,Low,Medium,PMFBY
15724,Punjab,Medium,High,Soybean,Yes,Black,Medium,Yes,Medium,Low,KCC
15725,UP,Large,Low,Rice,Yes,Loamy,Medium,Yes,Low,High,Subsidy Scheme
15726,MP,Medium,High,Wheat,Yes,Clay,Small,Yes,High,High,KCC
15727,Bihar,Medium,High,Cotton,Yes,Clay,Small,Yes,Low,Low,KCC
15728,UP,Medium,Medium,Maize,Yes,Black,Marginal,Yes,Medium,High,KCC
15729,Punjab,Large,Low,Maize,No,Loamy,Large,No,Low,Low,PMFBY
15730,Punjab,Small,Medium,Rice,No,Sandy,Large,Yes,Low,Low,PMFBY
15731,Punjab,Small,High,Rice,Yes,Sandy,Medium,Yes,Low,Low,KCC
15732,UP,Large,Low,Rice,Yes,Black,Marginal,No,Low,Low,KCC
15733,Bihar,Small,High,Rice,Yes,Loamy,Marginal,No,High,Low,Soil Health Card
15734,Bihar,Small,Medium,Rice,No,Black,Medium,Yes,Low,Low,PMFBY
15735,MP,Medium,Low,Maize,No,Loamy,Small,No,Low,High,PMFBY
15736,MP,Small,High,Maize,No,Loamy,Marginal,No,Medium,Low,Crop Insurance
15737,UP,Small,High,Wheat,Yes,Sandy,Medium,Yes,High,Low,KCC
15738,UP,Small,Low,Rice,Yes,Sandy,Large,Yes,Low,Medium,PM-Kisan
15739,Punjab,Small,High,Wheat,No,Black,Large,No,High,High,PMFBY
15740,MH,Medium,Low,Rice,Yes,Sandy,Large,Yes,Medium,High,KCC
15741,UP,Small,High,Maize,Yes,Sandy,Marginal,Yes,High,Medium,KCC
15742,UP,Large,Low,Cotton,No,Loamy,Medium,No,Low,High,PMFBY
15743,MP,Small,Low,Rice,Yes,Clay,Large,Yes,Low,High,PM-Kisan
15744,Punjab,Small,High,Rice,No,Loamy,Large,Yes,Medium,High,Crop Insurance
15745,Punjab,Large,Medium,Rice,No,Black,Marginal,No,Low,Medium,Crop Insurance
15746,MH,Small,High,Wheat,Yes,Clay,Large,Yes,High,High,KCC
15747,Bihar,Large,Low,Maize,Yes,Sandy,Medium,No,Medium,Medium,Organic Farming
15748,MP,Small,High,Soybean,No,Black,Marginal,Yes,Medium,Medium,PMFBY
15749,MP,Large,High,Wheat,Yes,Black,Medium,Yes,Low,Low,KCC
15750,UP,Large,High,Maize,No,Clay,Large,No,Low,Medium,PMFBY
15751,Bihar,Large,Low,Wheat,Yes,Loamy,Medium,No,Medium,Medium,Soil Health Card
15752,MH,Medium,High,Wheat,No,Black,Small,Yes,Low,High,PMFBY
15753,MP,Large,High,Cotton,No,Sandy,Small,No,Low,High,PMFBY
15754,MH,Small,High,Cotton,Yes,Black,Medium,No,Low,Low,Farm Mechanization
15755,UP,Small,Medium,Maize,Yes,Clay,Marginal,Yes,Medium,High,KCC
15756,UP,Medium,Low,Maize,No,Clay,Medium,Yes,High,Medium,PMFBY
15757,MP,Small,High,Rice,No,Clay,Large,No,Medium,Medium,PMFBY
15758,UP,Medium,High,Rice,Yes,Sandy,Large,Yes,High,High,KCC
15759,Bihar,Medium,Low,Maize,Yes,Black,Small,Yes,Medium,High,KCC
15760,MP,Small,Medium,Maize,Yes,Sandy,Small,Yes,Low,Medium,KCC
15761,UP,Small,Low,Maize,Yes,Clay,Marginal,No,Medium,Medium,PM-Kisan
15762,Punjab,Small,Medium,Rice,Yes,Loamy,Small,Yes,High,High,KCC
15763,MH,Small,Medium,Cotton,No,Loamy,Large,No,High,High,PMFBY
15764,Punjab,Small,Medium,Rice,No,Sandy,Medium,Yes,High,Low,Crop Insurance
15765,MH,Medium,Low,Cotton,No,Clay,Small,No,Medium,High,PMFBY
15766,Bihar,Medium,High,Cotton,No,Clay,Medium,No,Medium,Low,PMFBY
15767,MP,Large,Low,Wheat,No,Clay,Medium,No,High,Low,PMFBY
15768,Bihar,Large,Low,Maize,Yes,Loamy,Marginal,No,Medium,Low,Soil Health Card
15769,MH,Medium,Low,Maize,No,Sandy,Large,Yes,Medium,Low,Crop Insurance
15770,Punjab,Large,Low,Maize,No,Sandy,Large,No,Medium,High,PMFBY
15771,UP,Medium,Low,Soybean,No,Clay,Small,No,High,High,PMFBY
15772,Bihar,Medium,Medium,Wheat,No,Clay,Small,No,Low,High,PMFBY
15773,UP,Large,High,Cotton,No,Loamy,Small,Yes,Low,Low,PMFBY
15774,MP,Small,High,Wheat,No,Loamy,Small,Yes,Medium,Medium,PMFBY
15775,MH,Large,Medium,Soybean,No,Clay,Marginal,Yes,Low,High,Crop Insurance
15776,Bihar,Large,High,Wheat,No,Black,Large,Yes,Medium,High,PMFBY
15777,MP,Large,Low,Cotton,No,Loamy,Marginal,Yes,High,Low,PMFBY
15778,Punjab,Medium,Low,Rice,Yes,Black,Small,No,Low,High,Subsidy Scheme
15779,MP,Large,Low,Soybean,No,Clay,Large,No,High,High,Crop Insurance
15780,MP,Large,Medium,Wheat,No,Sandy,Large,No,Low,High,PMFBY
15781,MP,Large,High,Maize,Yes,Loamy,Medium,Yes,Medium,Low,Farm Mechanization
15782,MH,Large,High,Wheat,Yes,Black,Medium,No,Low,High,Farm Mechanization
15783,UP,Medium,High,Maize,No,Clay,Medium,No,Medium,Low,KCC
15784,MH,Medium,Medium,Cotton,No,Clay,Marginal,No,High,Medium,PMFBY
15785,Bihar,Medium,Low,Cotton,No,Sandy,Large,No,High,High,PMFBY
15786,UP,Small,Medium,Rice,Yes,Clay,Marginal,No,High,Medium,Crop Insurance
15787,Punjab,Medium,High,Maize,Yes,Clay,Large,No,Low,Low,Farm Mechanization
15788,Bihar,Large,Low,Wheat,No,Black,Large,Yes,High,Low,Crop Insurance
15789,Bihar,Large,Medium,Rice,No,Sandy,Medium,No,High,High,PMFBY
15790,MH,Large,Low,Soybean,No,Clay,Medium,No,Medium,Low,PMFBY
15791,Bihar,Large,Medium,Soybean,Yes,Sandy,Medium,No,High,High,Organic Farming
15792,UP,Small,Medium,Cotton,No,Black,Marginal,No,High,Medium,PMFBY
15793,Punjab,Large,Medium,Maize,No,Black,Large,No,Medium,Low,Crop Insurance
15794,MP,Medium,High,Rice,Yes,Loamy,Medium,No,Medium,Low,Soil Health Card
15795,Bihar,Small,Low,Soybean,No,Clay,Small,No,Medium,Low,PM-Kisan
15796,Bihar,Medium,Low,Soybean,Yes,Black,Large,No,High,Low,Farm Mechanization
15797,MH,Large,High,Wheat,No,Black,Small,No,Low,High,PMFBY
15798,Punjab,Small,Medium,Wheat,No,Clay,Marginal,No,Low,High,PMFBY
15799,UP,Small,Low,Soybean,No,Black,Small,Yes,Medium,Medium,PM-Kisan
15800,MP,Large,Low,Rice,Yes,Black,Large,No,Medium,Low,Farm Mechanization
15801,MP,Large,Low,Rice,No,Black,Marginal,No,Low,Low,PMFBY
15802,MH,Medium,High,Rice,No,Sandy,Small,Yes,Low,High,PMFBY
15803,UP,Medium,High,Soybean,No,Loamy,Medium,No,Medium,Medium,Organic Farming
15804,UP,Large,Medium,Soybean,No,Sandy,Small,Yes,Medium,Medium,PMFBY
15805,Punjab,Small,Low,Wheat,Yes,Sandy,Large,No,Medium,High,PM-Kisan
15806,UP,Medium,High,Maize,No,Clay,Small,No,Medium,Medium,PMFBY
15807,Bihar,Small,High,Soybean,Yes,Sandy,Small,No,High,Low,Soil Health Card
15808,MH,Large,High,Wheat,No,Clay,Small,No,Low,Medium,PMFBY
15809,Bihar,Medium,Low,Wheat,No,Sandy,Marginal,No,Medium,High,PMFBY
15810,MP,Large,Medium,Maize,No,Clay,Large,Yes,High,Low,PMFBY
15811,Punjab,Small,Medium,Wheat,Yes,Clay,Medium,Yes,Medium,Low,KCC
15812,UP,Medium,Low,Cotton,Yes,Black,Large,No,High,Medium,Irrigation Subsidy
15813,UP,Small,Low,Rice,No,Black,Medium,No,Medium,High,Farmer Training
15814,Bihar,Large,High,Cotton,No,Sandy,Small,Yes,High,Medium,Crop Insurance
15815,Punjab,Medium,High,Maize,Yes,Loamy,Small,No,High,Medium,Soil Health Card
15816,MH,Small,High,Soybean,Yes,Loamy,Large,Yes,Medium,High,Subsidy Scheme
15817,MH,Large,Medium,Wheat,No,Sandy,Marginal,No,High,High,Crop Insurance
15818,MP,Small,Medium,Wheat,Yes,Sandy,Medium,Yes,High,Medium,KCC
15819,Punjab,Small,High,Soybean,No,Clay,Large,Yes,Low,Low,PMFBY
15820,Bihar,Small,High,Wheat,No,Loamy,Large,Yes,Medium,Medium,PMFBY
15821,Bihar,Small,High,Maize,No,Sandy,Small,Yes,Medium,Medium,PMFBY
15822,MP,Medium,High,Soybean,Yes,Clay,Marginal,Yes,High,Medium,KCC
15823,MH,Medium,Low,Rice,Yes,Sandy,Large,No,Medium,Medium,Soil Health Card
15824,Punjab,Medium,High,Soybean,Yes,Sandy,Small,Yes,Low,Medium,Subsidy Scheme
15825,MP,Small,Medium,Cotton,No,Black,Marginal,No,Medium,High,PMFBY
15826,MP,Large,High,Maize,Yes,Clay,Small,Yes,Medium,High,Soil Health Card
15827,MH,Small,Low,Wheat,Yes,Loamy,Marginal,Yes,Medium,Medium,PM-Kisan
15828,Bihar,Large,High,Soybean,No,Loamy,Small,No,High,High,PMFBY
15829,MP,Large,High,Soybean,Yes,Clay,Large,Yes,High,High,KCC
15830,Bihar,Small,High,Rice,No,Clay,Marginal,No,Medium,Medium,Crop Insurance
15831,Bihar,Medium,Low,Soybean,Yes,Clay,Medium,Yes,Medium,Low,Subsidy Scheme
15832,UP,Medium,Medium,Maize,Yes,Loamy,Marginal,Yes,Medium,High,KCC
15833,MP,Small,Low,Cotton,No,Sandy,Small,No,Low,High,PM-Kisan
15834,MH,Medium,Medium,Rice,No,Clay,Large,No,Low,Low,Crop Insurance
15835,UP,Medium,Medium,Wheat,No,Loamy,Small,No,Medium,Low,PMFBY
15836,MP,Medium,High,Cotton,Yes,Loamy,Large,No,Low,Low,Soil Health Card
15837,Punjab,Small,Medium,Wheat,Yes,Black,Marginal,No,Medium,High,Irrigation Subsidy
15838,Bihar,Small,High,Cotton,Yes,Black,Medium,Yes,Medium,Low,Subsidy Scheme
15839,MH,Large,Medium,Cotton,Yes,Black,Large,No,High,High,Farm Mechanization
15840,MH,Medium,Medium,Wheat,Yes,Loamy,Marginal,Yes,Low,Medium,PM-Kisan
15841,MP,Large,High,Wheat,No,Sandy,Medium,Yes,Medium,High,Irrigation Subsidy
15842,UP,Small,Medium,Maize,Yes,Black,Small,Yes,High,Low,KCC
15843,UP,Large,High,Soybean,Yes,Sandy,Small,Yes,Low,High,KCC
15844,Punjab,Medium,Medium,Maize,Yes,Black,Large,Yes,Medium,Low,KCC
15845,MH,Large,Low,Wheat,Yes,Clay,Large,No,High,Medium,Farm Mechanization
15846,MH,Small,High,Rice,Yes,Black,Large,No,Medium,Medium,Farm Mechanization
15847,Bihar,Medium,Medium,Maize,No,Clay,Small,Yes,High,Low,PMFBY
15848,Bihar,Small,High,Rice,Yes,Sandy,Marginal,Yes,Medium,Low,Subsidy Scheme
15849,UP,Medium,Medium,Soybean,Yes,Sandy,Small,Yes,Medium,Medium,KCC
15850,UP,Large,Low,Wheat,Yes,Clay,Medium,No,Low,High,Farm Mechanization
15851,MP,Small,High,Soybean,No,Black,Medium,No,Low,Medium,PMFBY
15852,MP,Small,High,Maize,No,Clay,Small,Yes,Medium,Medium,PMFBY
15853,Punjab,Large,High,Cotton,Yes,Loamy,Medium,Yes,High,Low,KCC
15854,MP,Medium,Low,Maize,Yes,Loamy,Large,No,Medium,Medium,Soil Health Card
15855,MP,Large,High,Cotton,Yes,Sandy,Large,No,High,High,Soil Health Card
15856,MH,Medium,Low,Soybean,No,Sandy,Marginal,Yes,High,Low,PMFBY
15857,Bihar,Small,High,Cotton,No,Black,Large,Yes,High,Low,PMFBY
15858,Punjab,Large,Low,Cotton,Yes,Sandy,Small,Yes,Medium,Medium,KCC
15859,MP,Medium,Low,Rice,No,Sandy,Medium,No,Medium,Low,Crop Insurance
15860,Bihar,Medium,Medium,Rice,No,Clay,Medium,Yes,Low,High,PMFBY
15861,MH,Small,High,Soybean,Yes,Black,Marginal,No,Low,High,Organic Farming
15862,Punjab,Medium,Medium,Rice,No,Black,Small,Yes,Medium,Low,PMFBY
15863,MP,Large,Medium,Wheat,No,Loamy,Large,Yes,Medium,Low,PMFBY
15864,Punjab,Medium,Medium,Rice,No,Black,Marginal,Yes,High,Medium,PMFBY
15865,Bihar,Medium,High,Wheat,Yes,Loamy,Marginal,Yes,Low,Low,KCC
15866,MH,Small,Medium,Wheat,Yes,Sandy,Small,No,Low,Low,Organic Farming
15867,Bihar,Large,High,Rice,No,Clay,Large,Yes,Medium,Low,Soil Health Card
15868,MP,Large,Low,Soybean,Yes,Black,Medium,No,Medium,High,Farm Mechanization
15869,MP,Medium,Low,Wheat,Yes,Sandy,Small,Yes,High,High,KCC
15870,Bihar,Medium,Medium,Cotton,Yes,Sandy,Medium,Yes,Low,High,KCC
15871,Punjab,Large,Low,Rice,Yes,Sandy,Large,Yes,Low,Low,Irrigation Subsidy
15872,UP,Medium,High,Cotton,No,Sandy,Small,No,Medium,Low,PMFBY
15873,MP,Large,Medium,Soybean,Yes,Clay,Marginal,No,Medium,High,Irrigation Subsidy
15874,Bihar,Large,Low,Cotton,No,Sandy,Large,Yes,High,Medium,Crop Insurance
15875,MP,Small,Low,Soybean,Yes,Black,Small,Yes,Low,Low,PM-Kisan
15876,Bihar,Large,Medium,Soybean,No,Black,Large,No,High,Medium,Crop Insurance
15877,UP,Large,Medium,Maize,Yes,Sandy,Marginal,Yes,Low,Low,KCC
15878,Bihar,Medium,Low,Soybean,Yes,Loamy,Medium,Yes,High,High,KCC
15879,MP,Large,High,Soybean,Yes,Loamy,Medium,No,High,Medium,Soil Health Card
15880,Punjab,Small,Medium,Wheat,No,Black,Medium,Yes,High,High,PMFBY
15881,Bihar,Large,Low,Wheat,Yes,Loamy,Large,Yes,High,Low,KCC
15882,Bihar,Medium,High,Soybean,No,Loamy,Large,No,High,Medium,PMFBY
15883,Punjab,Medium,Medium,Wheat,No,Loamy,Small,No,High,Medium,PMFBY
15884,Punjab,Small,Medium,Cotton,Yes,Clay,Marginal,Yes,High,High,Subsidy Scheme
15885,UP,Large,Medium,Soybean,Yes,Clay,Medium,No,High,Medium,Farm Mechanization
15886,MH,Large,Medium,Cotton,No,Clay,Medium,No,Medium,Medium,PMFBY
15887,UP,Small,Medium,Rice,No,Loamy,Marginal,No,High,Low,Crop Insurance
15888,Bihar,Large,Low,Maize,Yes,Clay,Large,No,Low,Medium,Farm Mechanization
15889,Bihar,Large,High,Soybean,Yes,Loamy,Small,Yes,Medium,Low,Subsidy Scheme
15890,Punjab,Large,Medium,Rice,No,Loamy,Large,Yes,Medium,Medium,Crop Insurance
15891,UP,Large,Medium,Cotton,No,Sandy,Large,No,High,Medium,PMFBY
15892,UP,Small,Low,Rice,No,Black,Small,No,Medium,Medium,PM-Kisan
15893,MP,Medium,High,Cotton,Yes,Sandy,Small,No,Low,Medium,Soil Health Card
15894,UP,Small,High,Wheat,No,Sandy,Large,No,Low,Low,Crop Insurance
15895,MP,Medium,Medium,Maize,Yes,Clay,Large,Yes,Low,Medium,KCC
15896,Punjab,Medium,Low,Wheat,Yes,Clay,Medium,Yes,Medium,Low,KCC
15897,MP,Large,Medium,Soybean,No,Loamy,Large,No,Low,Low,PMFBY
15898,MH,Medium,Low,Cotton,Yes,Clay,Medium,No,Medium,Medium,Irrigation Subsidy
15899,MH,Large,Medium,Maize,Yes,Sandy,Medium,No,High,Medium,Soil Health Card
15900,Punjab,Medium,Medium,Soybean,No,Sandy,Small,Yes,High,Low,PMFBY
15901,Punjab,Small,High,Maize,Yes,Black,Large,No,Low,Low,Farm Mechanization
15902,MP,Large,High,Soybean,Yes,Clay,Medium,No,Low,High,Farm Mechanization
15903,Bihar,Large,Low,Wheat,No,Loamy,Marginal,Yes,High,Medium,Crop Insurance
15904,Punjab,Medium,Medium,Cotton,No,Black,Small,Yes,Medium,Low,PM-Kisan
15905,Punjab,Large,Low,Soybean,Yes,Loamy,Small,Yes,Low,Low,KCC
15906,MP,Small,Low,Maize,Yes,Sandy,Small,Yes,Low,Low,PM-Kisan
15907,Bihar,Large,Medium,Rice,No,Loamy,Large,No,Low,Low,Crop Insurance
15908,Bihar,Medium,Medium,Maize,No,Sandy,Medium,No,Medium,High,Crop Insurance
15909,MH,Medium,High,Wheat,Yes,Clay,Marginal,No,Medium,Medium,Organic Farming
15910,MH,Large,Medium,Maize,No,Clay,Small,No,Low,High,Crop Insurance
15911,UP,Small,Low,Wheat,No,Clay,Marginal,Yes,Medium,Medium,PM-Kisan
15912,Punjab,Small,Medium,Cotton,Yes,Clay,Medium,Yes,Low,Low,KCC
15913,MP,Medium,Medium,Soybean,Yes,Loamy,Medium,Yes,Medium,Low,KCC
15914,UP,Large,High,Soybean,Yes,Loamy,Large,Yes,Medium,High,KCC
15915,MH,Small,Low,Rice,Yes,Loamy,Marginal,No,Medium,High,Subsidy Scheme
15916,MH,Medium,Low,Wheat,No,Clay,Large,No,High,Low,Crop Insurance
15917,Bihar,Medium,Low,Wheat,Yes,Sandy,Large,No,Low,Medium,Soil Health Card
15918,MH,Medium,Medium,Wheat,Yes,Sandy,Marginal,Yes,Low,Medium,KCC
15919,UP,Medium,High,Cotton,Yes,Black,Medium,No,High,High,Irrigation Subsidy
15920,MP,Medium,Low,Maize,No,Black,Medium,Yes,Medium,Low,PMFBY
15921,Bihar,Small,Medium,Wheat,Yes,Clay,Small,Yes,Medium,Medium,Farm Mechanization
15922,MP,Medium,Medium,Wheat,Yes,Black,Marginal,No,High,Medium,PMFBY
15923,UP,Small,Medium,Soybean,Yes,Loamy,Small,No,High,Low,Soil Health Card
15924,MH,Large,Medium,Cotton,No,Black,Marginal,No,Medium,High,Crop Insurance
15925,Bihar,Medium,High,Soybean,No,Sandy,Marginal,No,Low,Medium,Crop Insurance
15926,MH,Small,Medium,Maize,No,Clay,Large,No,High,High,PMFBY
15927,MP,Small,High,Rice,No,Clay,Marginal,Yes,Low,Medium,PMFBY
15928,Punjab,Large,High,Wheat,Yes,Clay,Medium,Yes,Medium,High,KCC
15929,Bihar,Large,Low,Rice,Yes,Loamy,Marginal,No,High,Low,Crop Insurance
15930,Punjab,Small,Low,Soybean,No,Black,Marginal,No,High,Low,PM-Kisan
15931,Bihar,Large,Low,Maize,No,Sandy,Medium,Yes,High,Medium,PMFBY
15932,UP,Medium,Medium,Cotton,No,Clay,Large,No,High,Medium,Crop Insurance
15933,UP,Large,High,Wheat,Yes,Sandy,Large,No,Medium,Low,Soil Health Card
15934,MP,Large,High,Soybean,No,Black,Small,No,High,Medium,PMFBY
15935,MH,Large,Medium,Wheat,Yes,Black,Large,Yes,Medium,Low,Subsidy Scheme
15936,MP,Small,Medium,Rice,Yes,Sandy,Small,Yes,High,Low,PM-Kisan
15937,MP,Large,Low,Cotton,No,Clay,Marginal,No,High,High,PMFBY
15938,UP,Large,High,Wheat,No,Sandy,Small,Yes,Medium,High,Crop Insurance
15939,Bihar,Large,High,Wheat,Yes,Black,Medium,No,Low,High,Farm Mechanization
15940,Punjab,Small,High,Maize,No,Black,Small,No,High,Medium,PMFBY
15941,UP,Medium,High,Maize,No,Sandy,Small,Yes,Medium,Medium,PMFBY
15942,Punjab,Small,Medium,Rice,Yes,Black,Small,Yes,Low,Low,KCC
15943,Punjab,Small,Low,Rice,Yes,Clay,Marginal,Yes,Medium,High,Subsidy Scheme
15944,Punjab,Medium,High,Soybean,Yes,Clay,Medium,No,Low,Low,Farm Mechanization
15945,MP,Large,Low,Soybean,No,Loamy,Marginal,Yes,Medium,Medium,PMFBY
15946,UP,Medium,Low,Rice,Yes,Clay,Marginal,No,Medium,Medium,Subsidy Scheme
15947,MH,Small,Medium,Soybean,No,Sandy,Small,No,Medium,Medium,Crop Insurance
15948,Bihar,Small,Low,Cotton,No,Clay,Small,Yes,High,High,PM-Kisan
15949,Punjab,Medium,Medium,Wheat,Yes,Loamy,Small,Yes,Low,High,KCC
15950,Punjab,Small,High,Maize,Yes,Black,Medium,No,Medium,Low,Farm Mechanization
15951,UP,Small,Low,Cotton,No,Loamy,Marginal,No,Medium,Medium,PM-Kisan
15952,Bihar,Large,Low,Maize,Yes,Clay,Large,Yes,Low,High,KCC
15953,Punjab,Small,High,Soybean,No,Sandy,Large,No,High,Medium,Crop Insurance
15954,Bihar,Small,Medium,Rice,No,Clay,Small,No,High,Medium,PMFBY
15955,MP,Large,Low,Soybean,Yes,Black,Medium,Yes,High,High,KCC
15956,Punjab,Large,Medium,Rice,Yes,Black,Small,Yes,Medium,High,KCC
15957,UP,Small,High,Rice,Yes,Loamy,Medium,Yes,Medium,High,KCC
15958,Bihar,Large,Low,Soybean,Yes,Clay,Small,Yes,Medium,Low,KCC
15959,Punjab,Small,Low,Maize,No,Black,Medium,No,Medium,High,PM-Kisan
15960,MP,Small,Low,Cotton,Yes,Sandy,Marginal,Yes,Low,Low,PMFBY
15961,MP,Small,Low,Maize,Yes,Sandy,Medium,Yes,Low,High,PM-Kisan
15962,Bihar,Medium,High,Rice,Yes,Black,Large,No,High,High,Farm Mechanization
15963,Bihar,Medium,Low,Maize,No,Sandy,Small,Yes,High,Low,PMFBY
15964,UP,Medium,Medium,Maize,No,Black,Marginal,Yes,High,Low,PMFBY
15965,MH,Large,Low,Cotton,No,Sandy,Large,No,Low,Low,PM-Kisan
15966,MP,Small,High,Maize,No,Loamy,Large,No,Low,Low,PMFBY
15967,Bihar,Large,High,Maize,No,Black,Medium,Yes,Low,Low,PMFBY
